id,lat,lon,app_date
NY000000000051000525,40.67411,-73.784213,20080927
NY000000000051050128,40.659871,-73.9905899,20080930
NY000000000051056268,40.693232,-73.839291,20081003
NY000000000010148653,40.706808,-73.916268,20081006
NY000000000051145521,40.7343067,-73.8110537,20081007
NY000000000009622260,40.8083485,-73.942377,20081008
NY000000000051184196,40.7974374,-73.9325889,20081009
NY000000000051218135,40.7793845,-73.9498737,20081010
NY000000000051306849,40.6766853,-73.9838523,20081010
NY000000000051276494,40.698397,-73.761722,20081010
NY000000000051124482,40.815408,-73.9085404,20081010
NY000000000051208850,40.6756552,-73.944168,20081011
NY000000000051299417,40.7667758,-73.98562,20081014
NY000000000051427582,40.79946,-73.9508492,20081031
NY000000000040219759,40.6961,-73.845408,20081217
NY000000000051479793,40.653234,-73.948134,20090316
NY000000000051519830,40.765865,-73.931507,20090417
NY000000000051562706,40.692796,-73.858314,20090619
NY000000000051589352,40.8539097,-73.9296674,20090714
NY000000000051658844,40.696349,-73.7474079,20090901
NY000000000051687487,40.690502,-73.856747,20091006
NY000000000051732358,40.6892466,-73.7545756,20091103
NY000000000051801978,40.8895418,-73.9126149,20100107
NY000000000051854224,40.67785,-73.74329,20100329
NY000000000051903230,40.7131072,-73.9877319,20100427
NY000000000051958449,40.6866589,-73.7858254,20100630
NY000000000051999430,40.7043869,-73.781501,20100818
NY000000000052046776,40.6576303,-73.9561765,20100923
NY000000000052070883,40.7195031,-73.985142,20101004
NY000000000052078381,40.6321723,-73.9247074,20101009
NY000000000052181028,40.8292933,-73.9090226,20101102
NY000000000052148134,40.7267143,-73.9985965,20101124
NY000000000052195914,40.7170663,-73.985606,20110214
NY000000000052273816,40.695459,-73.776633,20110413
NY000000000052345608,40.686204,-73.7865101,20110628
NY000000000052374000,40.6522999,-73.746039,20110802
NY000000000052402108,40.6721498,-73.8814967,20110825
NY000000000052430771,40.682778,-73.76388,20110922
NY000000000052456055,40.8290529,-73.9386916,20111005
NY000000000052474111,40.7060044,-73.9307007,20111020
NY000000000052543137,40.70112,-73.749404,20111129
NY000000000052538009,40.8742786,-73.8507623,20120106
NY000000000051565972,40.9014558,-73.897179,20120221
NY000000000052689851,40.684893,-73.760009,20120319
NY000000000052722413,40.8383264,-73.9446846,20120411
NY000000000052748883,40.698273,-73.749216,20120504
NY000000000052816598,40.6646109,-73.9577626,20120523
NY000000000051169666,40.730072,-73.977267,20120614
NY000000000052890293,40.762879,-73.9841278,20120629
NY000000000052918494,40.660404,-73.735377,20120717
NY000000000052929857,40.661949,-73.75291,20120730
NY000000000052947535,40.6046377,-74.1233307,20120810
NY000000000052964454,40.8271735,-73.8957941,20120825
NY000000000053043501,40.8058058,-73.9632108,20120904
NY000000000053150369,40.8404441,-73.889776,20120910
NY000000000053093993,40.6430663,-74.0969483,20120917
NY000000000022849175,40.770193,-73.921,20120919
NY000000000053132864,40.818039,-73.853448,20120921
NY000000000053181251,40.8412314,-73.8823056,20120925
NY000000000053258953,40.8353347,-73.9382209,20120927
NY000000000053286067,40.6679121,-73.9576414,20121001
NY000000000053169971,40.6873384,-73.9522157,20121003
NY000000000053319690,40.7989778,-73.9492508,20121005
NY000000000053249752,40.6746316,-73.944795,20121009
NY000000000053328924,40.7854567,-73.9752205,20121011
NY000000000053301489,40.5954753,-73.7418154,20121012
NY000000000053313026,40.6639157,-73.9375193,20121014
NY000000000053321414,40.7255269,-73.9828059,20121015
NY000000000053310206,40.803739,-73.9533454,20121017
NY000000000020548395,40.7137889,-73.9915698,20121018
NY000000000053510455,40.7106035,-73.9975085,20121024
NY000000000053580729,40.8812552,-73.8647553,20121106
NY000000000053582653,40.675922,-73.9579327,20121106
NY000000000053538148,40.672227,-73.948991,20121106
NY000000000053441331,40.8042571,-73.9616521,20121119
NY000000000053448031,40.636547,-73.9594021,20130113
NY000000000053621440,40.7643735,-73.9942513,20130306
NY000000000053643795,40.6704897,-73.9599531,20130430
NY000000000053711867,40.7008618,-73.7887268,20130524
NY000000000053823656,40.7220619,-73.9774349,20130709
NY000000000053843125,40.829969,-73.9375713,20130722
NY000000000023816349,40.8411521,-73.8509691,20130814
NY000000000053881893,40.7980978,-73.9372026,20130819
NY000000000053885847,40.766747,-73.915182,20130903
NY000000000053937112,40.659418,-73.962196,20131001
NY000000000053101968,40.7473793,-73.9569939,20131104
NY000000000054249827,40.662618,-73.955095,20131230
NY000000000050057017,40.7449081,-73.9569225,20140206
NY000000000054301877,40.6703396,-73.9479565,20140312
NY000000000054359092,40.7551634,-73.9656699,20140508
NY000000000054415614,40.8219326,-73.9413322,20140701
NY000000000054448201,40.7480947,-73.9824749,20140805
NY000000000054458726,40.6695166,-73.9528356,20140815
NY000000000054476870,40.8523342,-73.8436417,20140905
NY000000000054434773,40.686335,-73.8737102,20141006
NY000000000054554675,40.8012255,-73.9667719,20141014
NY000000000054605823,40.683714,-73.803853,20141104
NY000000000054616611,40.8005063,-73.9527667,20141215
NY000000000054674045,40.6537496,-73.9509529,20150224
NY000000000054719669,40.8092154,-73.9543735,20150415
NY000000000054784237,40.7393488,-73.9809598,20150609
NY000000000054829548,40.8407155,-73.8910779,20150723
NY000000000022840190,40.6707462,-73.9451094,20150807
NY000000000054892692,40.687721,-73.762435,20150904
NY000000000054945861,40.687281,-73.956254,20150930
NY000000000054974940,40.677818,-74.001633,20151013
NY000000000055000323,40.7049028,-74.0064172,20151103
NY000000000055047296,40.7718357,-73.9240873,20151201
NY000000000055073868,40.6068026,-73.7612769,20151229
NY000000000055107060,40.8817,-73.860774,20160127
NY000000000055135764,40.7822552,-73.9528356,20160216
NY000000000055171023,40.6757102,-73.958346,20160301
NY000000000055202012,40.7125301,-73.9949629,20160309
NY000000000055243129,40.8200466,-73.9375831,20160316
NY000000000055273037,40.6669568,-73.9353851,20160318
NY000000000055270608,40.8229502,-73.9449601,20160322
NY000000000054330763,40.768837,-73.916794,20160324
NY000000000055336036,40.8342929,-73.942067,20160325
NY000000000055341238,40.7578407,-73.988545,20160326
NY000000000054256505,40.6496687,-73.9638562,20160328
NY000000000055445420,40.642437,-74.0153116,20160404
NY000000000055493166,40.6775002,-73.9580091,20160420
NY000000000055472337,40.7061654,-74.0099552,20160512
NY000000000055520333,40.8456877,-73.8890649,20160610
NY000000000055625472,40.703454,-73.9387998,20160721
NY000000000055650555,40.761059,-73.920246,20160810
NY000000000055708512,40.7915074,-73.9402421,20160824
NY000000000055742101,40.7286467,-73.9827053,20160909
NY000000000055765958,40.637568,-73.9310337,20160922
NY000000000055857076,40.8288145,-73.9466937,20160927
NY000000000055946279,40.7248861,-73.9815452,20160930
NY000000000055907504,40.6718408,-73.961314,20161006
NY000000000056005330,40.8192792,-73.9438121,20161011
NY000000000050612839,40.7428126,-73.9969371,20161013
NY000000000056054968,40.632781,-73.9648826,20161014
NY000000000056141046,40.736682,-73.86424,20161014
NY000000000056171456,40.726527,-73.986862,20161019
NY000000000056284475,40.665387,-73.9035957,20161108
NY000000000056279796,40.8013012,-73.9474919,20161129
NY000000000056350031,40.598711,-73.7437099,20170331
NY000000000056384833,40.681181,-73.946858,20170604
NY000000000056485641,40.6775746,-73.9549478,20170825
NY000000000056572478,40.6684986,-73.9509758,20171017
NY000000000038847354,40.6741439,-73.952629,20180208
