id,lat,lon,app_date
NY000000000051687487,40.671466,-73.950574,20091006
NY000000000051732358,40.677788,-73.947974,20091103
NY000000000051801978,40.672523,-73.96072,20100107
NY000000000051854224,40.668171,-73.933653,20100329
NY000000000051903230,40.677375,-73.940919,20100427
NY000000000051958449,40.663888,-73.934049,20100630
NY000000000051999430,40.668272,-73.935936,20100818
NY000000000052046776,40.673683,-73.9507462,20100923
NY000000000052070883,40.675363,-73.963872,20101004
NY000000000052078381,40.6726979,-73.948427,20101009
NY000000000052181028,40.664725,-73.933824,20101102
NY000000000052148134,40.668394,-73.95853,20101124
NY000000000052195914,40.671262,-73.933357,20110214
NY000000000052273816,40.673596,-73.949656,20110413
NY000000000052345608,40.665654,-73.958477,20110628
NY000000000052374000,40.66893,-73.924271,20110802
NY000000000052402108,40.670044,-73.936568,20110825
NY000000000052430771,40.669668,-73.9262,20110922
NY000000000052456055,40.676664,-73.962522,20111005
NY000000000052474111,40.675363,-73.963872,20111020
NY000000000052543137,40.675358,-73.947872,20111129
NY000000000052538009,40.67492,-73.93201,20120106
NY000000000051565972,40.6763333,-73.9519127,20120221
NY000000000052689851,40.671529,-73.92062,20120319
NY000000000052722413,40.673313,-73.956027,20120411
NY000000000052748883,40.6658588,-73.9560067,20120504
NY000000000052816598,40.665142,-73.958141,20120523
NY000000000051169666,40.672274,-73.957687,20120614
NY000000000052890293,40.664058,-73.950682,20120629
NY000000000052918494,40.664728,-73.934563,20120717
NY000000000052929857,40.671733,-73.938669,20120730
NY000000000052947535,40.6726953,-73.9493207,20120810
NY000000000052964454,40.6675308,-73.9364988,20120825
NY000000000053043501,40.67554,-73.951952,20120904
NY000000000053150369,40.669419,-73.951491,20120910
NY000000000053093993,40.677302,-73.948886,20120917
NY000000000022849175,40.676193,-73.955853,20120919
NY000000000053132864,40.669558,-73.924478,20120921
NY000000000053181251,40.6734659,-73.9209872,20120925
NY000000000053258953,40.671258,-73.939448,20120927
NY000000000053286067,40.667912,-73.957641,20121001
NY000000000053169971,40.666794,-73.937498,20121003
NY000000000053319690,40.673456,-73.931229,20121005
NY000000000053249752,40.6746,-73.944845,20121009
NY000000000053328924,40.672949,-73.959035,20121011
NY000000000053301489,40.671068,-73.934536,20121012
NY000000000053313026,40.665741,-73.953454,20121014
NY000000000053321414,40.675032,-73.953687,20121015
NY000000000053310206,40.676272,-73.95447,20121017
NY000000000020548395,40.675123,-73.9429395,20121018
NY000000000053510455,40.6711998,-73.94593,20121024
NY000000000053580729,40.664611,-73.957763,20121106
NY000000000053582653,40.676346,-73.954809,20121106
NY000000000053538148,40.6713671,-73.9488635,20121106
NY000000000053441331,40.67093,-73.931803,20121119
NY000000000053448031,40.666644,-73.929254,20130113
NY000000000053621440,40.664253,-73.935105,20130306
NY000000000053643795,40.671451,-73.959241,20130430
NY000000000053711867,40.6774512,-73.924593,20130524
NY000000000053823656,40.6700016,-73.9468141,20130709
NY000000000053843125,40.6766,-73.933944,20130722
NY000000000023816349,40.674502,-73.941562,20130814
NY000000000053881893,40.6669947,-73.9614258,20130819
NY000000000053885847,40.669647,-73.938336,20130903
NY000000000053937112,40.6649843,-73.9541214,20131001
NY000000000053101968,40.664778,-73.951248,20131104
NY000000000054249827,40.671555,-73.939521,20131230
NY000000000050057017,40.67183,-73.955356,20140206
NY000000000054301877,40.6703396,-73.9479565,20140312
NY000000000054359092,40.675853,-73.958805,20140508
NY000000000054415614,40.667709,-73.961055,20140701
NY000000000054448201,40.672028,-73.929375,20140805
NY000000000054458726,40.6733711,-73.952629,20140815
NY000000000054476870,40.671509,-73.952135,20140905
NY000000000054434773,40.673219,-73.950947,20141006
NY000000000054554675,40.675422,-73.949254,20141014
NY000000000054605823,40.670378,-73.951825,20141104
NY000000000054616611,40.670887,-73.931642,20141215
NY000000000054674045,40.66794,-73.961201,20150224
NY000000000054719669,40.67483,-73.954396,20150415
NY000000000054784237,40.671167,-73.958741,20150609
NY000000000054829548,40.671362,-73.933893,20150723
NY000000000022840190,40.670756,-73.945175,20150807
NY000000000054892692,40.677305,-73.939582,20150904
NY000000000054945861,40.671939,-73.958323,20150930
NY000000000054974940,40.675079,-73.945422,20151013
NY000000000055000323,40.6760687,-73.944018,20151103
NY000000000055047296,40.667167,-73.937054,20151201
NY000000000055073868,40.667483,-73.935213,20151229
NY000000000055107060,40.673229,-73.95115,20160127
NY000000000055135764,40.6694937,-73.9531211,20160216
NY000000000055171023,40.675593,-73.957519,20160301
NY000000000055202012,40.672793,-73.943696,20160309
NY000000000055243129,40.671203,-73.930196,20160316
NY000000000055273037,40.678085,-73.9591496,20160318
NY000000000055270608,40.673468,-73.946246,20160322
NY000000000054330763,40.671562,-73.95295,20160324
NY000000000055336036,40.664858,-73.929874,20160325
NY000000000055341238,40.67007,-73.927394,20160326
NY000000000054256505,40.6710342,-73.9250748,20160328
NY000000000055445420,40.6731147,-73.9532719,20160404
NY000000000055493166,40.6775002,-73.9580091,20160420
NY000000000055472337,40.666089,-73.951173,20160512
NY000000000055520333,40.671068,-73.934536,20160610
NY000000000055625472,40.669079,-73.922067,20160721
NY000000000055650555,40.672411,-73.950907,20160810
NY000000000055708512,40.673563,-73.948818,20160824
NY000000000055742101,40.67377,-73.955981,20160909
NY000000000055765958,40.6756205,-73.9602975,20160922
NY000000000055857076,40.671318,-73.941252,20160927
NY000000000055946279,40.671472,-73.951043,20160930
NY000000000055907504,40.6753437,-73.9612733,20161006
NY000000000056005330,40.668577,-73.948155,20161011
NY000000000050612839,40.678282,-73.951699,20161013
NY000000000056054968,40.666463,-73.949908,20161014
NY000000000056141046,40.6805029,-73.9624327,20161014
NY000000000056171456,40.6772338,-73.9585985,20161019
NY000000000056284475,40.664721,-73.958331,20161108
NY000000000056279796,40.672411,-73.950907,20161129
NY000000000056350031,40.668928,-73.947101,20170331
NY000000000056384833,40.673688,-73.962162,20170604
NY000000000056485641,40.6775746,-73.9549478,20170825
NY000000000056572478,40.67054,-73.934627,20171017
NY000000000038847354,40.6741439,-73.952629,20180208
